logline,is_anomaly,_id,timestamp,group_id,processing_time_seconds,analysis_date,file_processed
"LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate",False,0,2025-07-08 15:39:22.562792,0,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"1,2015-10-18,""18:01:47,978"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E29,Created MRAppMaster for application appattempt_<*>",False,1,2025-07-08 15:39:22.562792,1,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"2,2015-10-18,""18:01:48,963"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Executing with tokens:,E42,Executing with tokens:",False,2,2025-07-08 15:39:22.562792,2,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"3,2015-10-18,""18:01:48,963"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,""Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)"",E61,""Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)""",False,3,2025-07-08 15:39:22.562792,3,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"4,2015-10-18,""18:01:49,228"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Using mapred newApiCommitter.,E111,Using mapred newApiCommitter.",False,4,2025-07-08 15:39:22.562792,4,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"5,2015-10-18,""18:01:50,353"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter set in config null,E76,OutputCommitter set in config null",False,5,2025-07-08 15:39:22.562792,5,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"6,2015-10-18,""18:01:50,509"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter",False,6,2025-07-08 15:39:22.562792,6,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"7,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,7,2025-07-08 15:39:22.562792,7,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"8,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,8,2025-07-08 15:39:22.562792,8,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
"9,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,9,2025-07-08 15:39:22.562792,9,8.53685998916626,2025-07-08T10:39:31.094764,Hadoop_2k.log_structured.csv
