logline,is_anomaly,_id,timestamp,group_id,processing_time_seconds,analysis_date,file_processed
"LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate",1.0,0,2025-07-08 15:39:47.408592,0,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"1,2015-10-18,""18:01:47,978"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E29,Created MRAppMaster for application appattempt_<*>",0.0,1,2025-07-08 15:39:47.408592,1,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"2,2015-10-18,""18:01:48,963"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Executing with tokens:,E42,Executing with tokens:",0.0,2,2025-07-08 15:39:47.408592,2,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"3,2015-10-18,""18:01:48,963"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,""Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)"",E61,""Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)""",1.0,3,2025-07-08 15:39:47.408592,3,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"4,2015-10-18,""18:01:49,228"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Using mapred newApiCommitter.,E111,Using mapred newApiCommitter.",0.0,4,2025-07-08 15:39:47.408592,4,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"5,2015-10-18,""18:01:50,353"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter set in config null,E76,OutputCommitter set in config null",1.0,5,2025-07-08 15:39:47.408592,5,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"6,2015-10-18,""18:01:50,509"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter",1.0,6,2025-07-08 15:39:47.408592,6,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"7,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",0.0,7,2025-07-08 15:39:47.408592,7,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"8,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",0.0,8,2025-07-08 15:39:47.408592,8,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
"9,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",0.0,9,2025-07-08 15:39:47.408592,9,6.330524444580078,2025-07-08T10:39:53.739667,Hadoop_2k.log_structured.csv
