logline,is_anomaly,_id,timestamp,group_id,processing_time_seconds,analysis_date,file_processed
"LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate",False,0,2025-07-08 15:40:10.018525,0,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"1,2015-10-18,""18:01:47,978"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E29,Created MRAppMaster for application appattempt_<*>",False,1,2025-07-08 15:40:10.018525,1,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"2,2015-10-18,""18:01:48,963"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Executing with tokens:,E42,Executing with tokens:",False,2,2025-07-08 15:40:10.018525,2,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"3,2015-10-18,""18:01:48,963"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,""Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)"",E61,""Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)""",False,3,2025-07-08 15:40:10.018525,3,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"4,2015-10-18,""18:01:49,228"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Using mapred newApiCommitter.,E111,Using mapred newApiCommitter.",False,4,2025-07-08 15:40:10.018525,4,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"5,2015-10-18,""18:01:50,353"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter set in config null,E76,OutputCommitter set in config null",False,5,2025-07-08 15:40:10.018525,5,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"6,2015-10-18,""18:01:50,509"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,E75,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter",False,6,2025-07-08 15:40:10.018525,6,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"7,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,7,2025-07-08 15:40:10.018525,7,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"8,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,8,2025-07-08 15:40:10.018525,8,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"9,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,9,2025-07-08 15:40:10.018525,9,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"10,2015-10-18,""18:01:50,556"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskAttemptEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskAttemptEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,10,2025-07-08 15:40:10.018525,10,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"11,2015-10-18,""18:01:50,572"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventType for class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,11,2025-07-08 15:40:10.018525,11,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"12,2015-10-18,""18:01:50,572"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.speculate.Speculator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$SpeculatorEventDispatcher,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,12,2025-07-08 15:40:10.018525,12,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"13,2015-10-18,""18:01:50,572"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.rm.ContainerAllocator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerAllocatorRouter,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,13,2025-07-08 15:40:10.018525,13,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"14,2015-10-18,""18:01:50,588"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncher$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerLauncherRouter,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",False,14,2025-07-08 15:40:10.018525,14,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"15,2015-10-18,""18:01:50,634"",INFO,main,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,Default file system [hdfs://<*>:<*>]",False,15,2025-07-08 15:40:10.018525,15,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"16,2015-10-18,""18:01:50,666"",INFO,main,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,Default file system [hdfs://<*>:<*>]",False,16,2025-07-08 15:40:10.018525,16,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"17,2015-10-18,""18:01:50,713"",INFO,main,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,Default file system [hdfs://<*>:<*>]",False,17,2025-07-08 15:40:10.018525,17,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"18,2015-10-18,""18:01:50,728"",INFO,main,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Emitting job history data to the timeline server is not enabled,E37,Emitting job history data to the timeline server is not enabled",False,18,2025-07-08 15:40:10.018525,18,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"19,2015-10-18,""18:01:50,806"",INFO,main,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,E89,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>",True,19,2025-07-08 15:40:10.018525,19,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"20,2015-10-18,""18:01:51,197"",INFO,main,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties",False,20,2025-07-08 15:40:10.018525,20,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"21,2015-10-18,""18:01:51,306"",INFO,main,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,Scheduled snapshot period at 10 second(s).,E92,Scheduled snapshot period at <*> second(s).",False,21,2025-07-08 15:40:10.018525,21,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"22,2015-10-18,""18:01:51,306"",INFO,main,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,MRAppMaster metrics system started,E69,MRAppMaster metrics system started",False,22,2025-07-08 15:40:10.018525,22,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"23,2015-10-18,""18:01:51,322"",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Adding job token for job_1445144423722_0020 to jobTokenSecretManager,E7,Adding job token for job_<*> to jobTokenSecretManager",False,23,2025-07-08 15:40:10.018525,23,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"24,2015-10-18,""18:01:51,619"",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Not uberizing job_1445144423722_0020 because: not enabled; too many maps; too much input;,E71,Not uberizing job_<*> because: not enabled; too many maps; too much input;",False,24,2025-07-08 15:40:10.018525,24,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"25,2015-10-18,""18:01:51,650"",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Input size for job job_<*> = <*>. Number of splits = <*>",False,25,2025-07-08 15:40:10.018525,25,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"26,2015-10-18,""18:01:51,650"",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Number of reduces for job job_1445144423722_0020 = 1,E73,Number of reduces for job job_<*> = <*>",False,26,2025-07-08 15:40:10.018525,26,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"27,2015-10-18,""18:01:51,650"",INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from NEW to INITED,E55,job_<*>Job Transitioned from NEW to INITED",False,27,2025-07-08 15:40:10.018525,27,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"28,2015-10-18,""18:01:51,650"",INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,""MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020."",E68,""MRAppMaster launching normal, non-uberized, multi-container job job_<*>.""",False,28,2025-07-08 15:40:10.018525,28,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"29,2015-10-18,""18:01:51,713"",INFO,main,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,E110,Using callQueue class java.util.concurrent.LinkedBlockingQueue",False,29,2025-07-08 15:40:10.018525,29,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"30,2015-10-18,""18:01:51,775"",INFO,Socket Reader #1 for port 62260,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62260,E98,Starting Socket Reader #<*> for port <*>",False,30,2025-07-08 15:40:10.018525,30,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"31,2015-10-18,""18:01:51,791"",INFO,main,org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,E9,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server",False,31,2025-07-08 15:40:10.018525,31,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"32,2015-10-18,""18:01:51,791"",INFO,main,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>/<*>:<*>",False,32,2025-07-08 15:40:10.018525,32,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"33,2015-10-18,""18:01:51,806"",INFO,IPC Server Responder,org.apache.hadoop.ipc.Server,IPC Server Responder: starting,E51,IPC Server Responder: starting",False,33,2025-07-08 15:40:10.018525,33,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"34,2015-10-18,""18:01:51,806"",INFO,IPC Server listener on 62260,org.apache.hadoop.ipc.Server,IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting",False,34,2025-07-08 15:40:10.018525,34,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"35,2015-10-18,""18:01:51,885"",INFO,main,org.mortbay.log,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,E64,Logging to <*>(org.mortbay.log) via <*>",False,35,2025-07-08 15:40:10.018525,35,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"36,2015-10-18,""18:01:51,900"",INFO,main,org.apache.hadoop.http.HttpRequestLog,Http request log for http.requests.mapreduce is not defined,E47,Http request log for http.requests.mapreduce is not defined",False,36,2025-07-08 15:40:10.018525,36,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"37,2015-10-18,""18:01:51,916"",INFO,main,org.apache.hadoop.http.HttpServer2,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)",False,37,2025-07-08 15:40:10.018525,37,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"38,2015-10-18,""18:01:51,916"",INFO,main,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,E3,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce",False,38,2025-07-08 15:40:10.018525,38,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"39,2015-10-18,""18:01:51,916"",INFO,main,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,E4,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static",True,39,2025-07-08 15:40:10.018525,39,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"40,2015-10-18,""18:01:51,947"",INFO,main,org.apache.hadoop.http.HttpServer2,adding path spec: /mapreduce/*,E8,adding path spec: /<*>/*",False,40,2025-07-08 15:40:10.018525,40,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"41,2015-10-18,""18:01:51,947"",INFO,main,org.apache.hadoop.http.HttpServer2,adding path spec: /ws/*,E8,adding path spec: /<*>/*",False,41,2025-07-08 15:40:10.018525,41,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"42,2015-10-18,""18:01:51,963"",INFO,main,org.apache.hadoop.http.HttpServer2,Jetty bound to port 62267,E52,Jetty bound to port <*>",False,42,2025-07-08 15:40:10.018525,42,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"43,2015-10-18,""18:01:51,963"",INFO,main,org.mortbay.log,jetty-6.1.26,E53,jetty-6.1.26",False,43,2025-07-08 15:40:10.018525,43,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"44,2015-10-18,""18:01:52,088"",INFO,main,org.mortbay.log,Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,E43,Extract jar:file:<*> to <*>",False,44,2025-07-08 15:40:10.018525,44,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
"45,2015-10-18,""18:01:52,728"",INFO,main,org.mortbay.log,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267,E97,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>:<*>",False,45,2025-07-08 15:40:10.018525,45,10.834064722061157,2025-07-08T10:40:20.843984,Hadoop_2k.log_structured.csv
